age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
47;retired;divorced;tertiary;no;1431;yes;no;cellular;30;apr;127;1;-1;0;unknown;no
36;technician;single;secondary;no;318;no;no;cellular;14;aug;924;4;-1;0;unknown;no
45;blue-collar;married;primary;no;0;yes;no;telephone;11;may;64;1;362;7;failure;no
33;blue-collar;married;primary;no;-457;yes;yes;cellular;6;may;128;1;350;1;failure;no
35;blue-collar;married;secondary;no;2688;yes;no;unknown;20;may;281;1;-1;0;unknown;no
38;services;single;secondary;no;1315;no;no;unknown;20;jun;23;12;-1;0;unknown;no
27;student;single;unknown;no;1444;no;no;cellular;4;may;130;1;91;2;failure;no
30;unemployed;single;secondary;no;500;yes;no;unknown;2;jun;178;2;-1;0;unknown;no
26;services;single;secondary;no;531;yes;yes;cellular;6;feb;184;1;-1;0;unknown;no
26;technician;married;secondary;no;-293;yes;yes;unknown;5;jun;64;2;-1;0;unknown;no
53;blue-collar;married;primary;no;354;no;no;cellular;20;apr;416;2;-1;0;unknown;no
59;management;divorced;tertiary;no;893;yes;no;cellular;16;apr;206;4;-1;0;unknown;no
24;blue-collar;married;secondary;no;-254;yes;yes;unknown;27;may;290;2;-1;0;unknown;no
37;technician;married;secondary;no;1824;yes;no;cellular;3;jul;112;2;324;2;other;no
38;unemployed;single;tertiary;no;324;yes;no;cellular;17;nov;167;3;-1;0;unknown;no
32;unemployed;single;unknown;no;4;no;no;cellular;9;feb;35;2;-1;0;unknown;no
27;blue-collar;married;primary;no;713;yes;no;unknown;30;may;152;4;-1;0;unknown;no
39;unemployed;married;secondary;no;0;yes;no;unknown;3;jun;73;1;-1;0;unknown;no
37;services;married;tertiary;no;0;yes;no;unknown;30;may;55;1;-1;0;unknown;no
43;management;married;primary;no;8167;yes;no;unknown;19;may;114;2;-1;0;unknown;no
35;services;married;secondary;no;211;yes;no;cellular;12;may;187;1;-1;0;unknown;no
40;admin.;married;secondary;no;3126;yes;no;cellular;30;dec;110;3;232;2;failure;no
60;retired;married;primary;no;-382;yes;no;unknown;26;may;140;2;-1;0;unknown;no
43;entrepreneur;married;tertiary;no;0;yes;no;cellular;17;nov;105;1;-1;0;unknown;no
51;blue-collar;married;primary;no;173;yes;no;unknown;5;may;529;2;-1;0;unknown;no
42;self-employed;single;tertiary;no;580;no;no;cellular;5;feb;393;1;-1;0;unknown;no
45;blue-collar;married;primary;no;1145;no;no;telephone;10;jul;156;7;-1;0;unknown;no
30;management;single;tertiary;no;2766;yes;yes;cellular;20;nov;244;1;-1;0;unknown;no
56;housemaid;married;primary;no;871;no;no;telephone;25;jul;149;1;-1;0;unknown;no
76;self-employed;married;unknown;no;4984;no;no;telephone;15;jun;126;3;48;2;success;no
49;entrepreneur;married;secondary;no;273;no;no;cellular;23;jul;58;1;-1;0;unknown;no
60;retired;married;secondary;no;2060;no;no;cellular;26;mar;454;1;88;3;other;no
22;admin.;single;secondary;no;118;yes;no;cellular;15;may;564;3;-1;0;unknown;no
36;admin.;married;secondary;no;176;yes;no;unknown;23;may;111;1;-1;0;unknown;no
34;services;single;secondary;no;-96;yes;no;unknown;2;jun;269;3;-1;0;unknown;no
50;management;married;tertiary;no;1597;no;no;cellular;19;nov;374;2;-1;0;unknown;no
28;blue-collar;single;secondary;no;3412;yes;no;cellular;15;may;22;4;-1;0;unknown;no
35;blue-collar;married;primary;no;793;yes;no;cellular;17;apr;106;1;-1;0;unknown;no
47;technician;married;primary;no;12531;yes;no;unknown;30;may;888;3;-1;0;unknown;no
34;management;divorced;tertiary;no;70;yes;no;unknown;22;jul;5;1;701;6;other;no
35;self-employed;married;tertiary;no;560;yes;no;cellular;17;nov;46;1;-1;0;unknown;no
48;technician;divorced;secondary;no;791;no;no;cellular;7;aug;219;2;-1;0;unknown;no
41;blue-collar;married;secondary;no;-56;yes;no;cellular;13;apr;137;1;333;2;other;no
47;blue-collar;married;secondary;no;2128;yes;no;telephone;17;apr;98;1;-1;0;unknown;no
34;blue-collar;single;secondary;no;783;yes;no;cellular;4;feb;142;1;-1;0;unknown;no
46;technician;single;tertiary;no;3133;no;no;cellular;6;aug;411;3;-1;0;unknown;no
50;management;married;tertiary;no;2881;no;no;cellular;5;aug;510;2;2;5;other;no
35;technician;single;secondary;no;2144;yes;no;cellular;30;jan;146;2;262;2;failure;no
75;retired;married;secondary;no;324;no;no;telephone;12;nov;124;2;91;4;other;no
32;technician;divorced;tertiary;no;31;no;yes;cellular;8;jul;259;1;-1;0;unknown;no
29;admin.;single;secondary;no;543;yes;yes;cellular;18;may;166;1;349;5;other;no
50;unemployed;divorced;secondary;no;32;no;no;cellular;4;aug;282;2;-1;0;unknown;no
32;self-employed;married;tertiary;no;312;yes;no;unknown;9;may;262;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;-448;yes;no;unknown;18;jun;149;2;-1;0;unknown;no
44;technician;married;secondary;no;1;no;yes;unknown;2;jul;108;3;-1;0;unknown;no
28;blue-collar;single;secondary;no;-403;no;yes;cellular;23;jul;140;2;-1;0;unknown;no
26;admin.;married;secondary;no;354;yes;no;cellular;8;may;282;5;347;5;other;no
32;admin.;divorced;secondary;no;714;no;no;cellular;2;feb;221;1;-1;0;unknown;no
43;blue-collar;married;primary;no;60;no;no;cellular;8;may;487;2;367;2;other;no
58;management;married;secondary;no;407;yes;no;cellular;29;jul;145;2;-1;0;unknown;no
37;technician;divorced;secondary;no;531;no;no;unknown;17;jun;150;7;-1;0;unknown;no
37;admin.;married;secondary;no;313;yes;no;unknown;19;jun;11;7;-1;0;unknown;no
46;admin.;married;secondary;no;250;no;no;unknown;13;may;85;2;-1;0;unknown;no
23;unemployed;single;tertiary;no;993;no;no;cellular;27;oct;409;1;91;4;success;no
46;technician;married;tertiary;no;675;yes;no;unknown;8;may;50;1;-1;0;unknown;no
52;admin.;married;secondary;no;1746;no;no;cellular;30;jul;142;9;-1;0;unknown;no
68;retired;married;secondary;no;1316;no;no;telephone;4;mar;92;5;-1;0;unknown;no
49;technician;single;secondary;no;1245;no;no;cellular;29;apr;115;2;198;2;failure;no
44;blue-collar;single;primary;no;97;yes;no;unknown;23;may;95;14;-1;0;unknown;no
59;retired;divorced;secondary;no;514;yes;no;cellular;17;nov;573;1;188;1;other;no
38;admin.;married;secondary;no;47;yes;yes;cellular;31;jul;50;11;-1;0;unknown;no
23;blue-collar;single;secondary;no;525;yes;no;unknown;19;may;180;1;-1;0;unknown;no
57;entrepreneur;married;unknown;no;657;no;no;unknown;12;jun;344;1;-1;0;unknown;no
38;admin.;married;secondary;no;137;yes;no;cellular;31;jul;27;22;-1;0;unknown;no
38;management;divorced;tertiary;no;162;no;no;cellular;25;aug;323;4;-1;0;unknown;no
33;management;single;tertiary;no;2599;yes;no;unknown;23;may;328;3;-1;0;unknown;no
48;blue-collar;married;unknown;no;459;no;no;cellular;5;feb;134;1;8;1;other;no
33;management;single;tertiary;no;3655;no;no;cellular;19;aug;183;20;-1;0;unknown;no
35;blue-collar;divorced;secondary;no;3102;yes;no;cellular;20;nov;138;1;-1;0;unknown;no
34;services;married;secondary;no;40;yes;no;cellular;17;jul;302;2;-1;0;unknown;no
30;technician;married;secondary;no;66;no;yes;cellular;5;aug;239;1;-1;0;unknown;no
50;management;married;tertiary;no;1759;no;no;cellular;19;aug;101;2;-1;0;unknown;no
31;technician;single;unknown;no;694;yes;no;unknown;6;jun;431;2;-1;0;unknown;no
40;management;married;tertiary;no;995;yes;no;cellular;22;jul;96;2;-1;0;unknown;no
47;technician;married;secondary;no;2781;yes;no;unknown;15;may;855;4;-1;0;unknown;no
45;technician;single;tertiary;no;302;yes;no;cellular;21;nov;22;2;154;4;failure;no
41;technician;married;secondary;no;288;yes;no;unknown;15;may;221;4;-1;0;unknown;no
27;student;single;tertiary;no;-148;yes;no;cellular;11;sep;146;3;224;1;other;no
32;self-employed;single;secondary;no;1259;no;no;cellular;25;jul;184;2;-1;0;unknown;no
32;technician;married;tertiary;no;2976;yes;no;cellular;10;may;269;5;94;6;success;no
38;management;single;tertiary;no;91;yes;no;unknown;19;may;492;9;-1;0;unknown;no
42;blue-collar;married;primary;no;555;yes;no;unknown;8;may;249;2;-1;0;unknown;no
37;services;single;unknown;no;-118;yes;no;unknown;6;may;147;2;-1;0;unknown;no
39;technician;single;tertiary;no;4660;no;no;unknown;30;may;53;2;-1;0;unknown;no
54;management;married;tertiary;no;-547;no;no;cellular;8;jul;156;1;-1;0;unknown;no
32;services;married;tertiary;no;4908;no;yes;cellular;13;may;491;2;-1;0;unknown;no
38;management;married;tertiary;no;76;yes;no;cellular;20;apr;167;2;287;3;failure;no
44;technician;married;primary;no;4389;no;no;cellular;29;jul;33;1;-1;0;unknown;no
39;admin.;divorced;secondary;no;399;yes;yes;cellular;14;aug;133;2;-1;0;unknown;no
28;management;single;tertiary;no;334;yes;no;unknown;14;may;438;4;-1;0;unknown;no
28;technician;single;secondary;no;-97;no;no;cellular;28;jul;96;4;-1;0;unknown;no
40;technician;married;tertiary;no;-1779;yes;yes;unknown;18;jun;37;2;-1;0;unknown;no
32;entrepreneur;married;secondary;no;390;no;no;cellular;30;nov;152;1;-1;0;unknown;no
32;technician;single;tertiary;no;100;no;no;cellular;28;jan;741;1;-1;0;unknown;no
37;technician;married;secondary;no;135;yes;no;cellular;12;may;268;3;-1;0;unknown;no
46;self-employed;married;tertiary;no;0;yes;yes;cellular;17;nov;258;1;-1;0;unknown;no
71;retired;married;primary;no;0;no;no;cellular;16;sep;246;3;-1;0;unknown;no
34;unemployed;single;secondary;no;847;no;no;cellular;2;feb;684;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;0;yes;no;cellular;17;jul;72;1;-1;0;unknown;no
36;management;married;tertiary;no;2183;yes;no;cellular;26;apr;116;2;-1;0;unknown;no
39;blue-collar;single;unknown;no;2841;yes;no;unknown;5;jun;1121;3;-1;0;unknown;no
67;retired;married;primary;no;585;no;no;cellular;17;aug;109;1;-1;0;unknown;no
44;technician;married;tertiary;no;964;no;no;cellular;29;jul;158;2;-1;0;unknown;no
29;blue-collar;married;secondary;no;3310;no;no;cellular;5;feb;276;2;-1;0;unknown;no
46;entrepreneur;married;secondary;no;294;yes;no;cellular;17;jul;228;1;-1;0;unknown;no
33;blue-collar;married;secondary;yes;-354;yes;yes;cellular;28;jan;104;1;245;2;failure;no
40;blue-collar;married;secondary;no;5;yes;no;cellular;15;may;364;2;-1;0;unknown;no
46;blue-collar;married;primary;no;296;yes;no;unknown;4;jun;92;2;-1;0;unknown;no
60;blue-collar;married;primary;no;1138;yes;no;cellular;28;aug;116;4;-1;0;unknown;no
59;retired;married;secondary;no;19;no;yes;cellular;19;aug;271;3;-1;0;unknown;no
35;management;single;tertiary;no;863;no;no;cellular;11;aug;481;2;-1;0;unknown;no
48;blue-collar;married;primary;no;1092;no;yes;cellular;18;nov;79;1;172;8;failure;no
39;management;married;tertiary;no;225;yes;no;cellular;20;nov;554;2;-1;0;unknown;no
38;admin.;married;secondary;no;-650;no;no;unknown;16;may;317;1;-1;0;unknown;no
37;management;single;tertiary;no;2576;yes;no;cellular;13;may;417;1;-1;0;unknown;no
38;services;single;secondary;no;9609;yes;no;cellular;11;aug;1687;9;-1;0;unknown;no
42;technician;married;secondary;no;1865;yes;no;unknown;15;may;164;1;-1;0;unknown;no
54;management;divorced;tertiary;no;0;no;no;cellular;28;aug;276;6;-1;0;unknown;no
39;services;single;secondary;no;26;yes;no;cellular;14;may;166;3;-1;0;unknown;no
33;technician;single;secondary;no;2466;yes;no;cellular;21;nov;132;2;-1;0;unknown;no
43;entrepreneur;married;secondary;no;0;no;no;telephone;4;may;6;4;-1;0;unknown;no
33;student;single;tertiary;no;71;no;no;cellular;15;jul;94;4;-1;0;unknown;no
37;admin.;married;secondary;no;11303;no;no;cellular;26;may;500;2;-1;0;unknown;no
56;blue-collar;divorced;secondary;no;934;no;no;cellular;29;jul;375;2;-1;0;unknown;no
34;unemployed;married;tertiary;no;473;no;no;cellular;28;aug;94;11;-1;0;unknown;no
59;retired;single;secondary;no;30;yes;no;unknown;5;may;514;1;-1;0;unknown;no
31;self-employed;single;tertiary;no;217;no;no;cellular;19;nov;501;4;-1;0;unknown;no
38;blue-collar;married;secondary;no;121;yes;yes;cellular;6;feb;168;1;212;2;failure;no
39;admin.;married;secondary;no;2319;no;no;cellular;7;jul;84;1;-1;0;unknown;no
33;blue-collar;married;primary;no;3512;yes;no;unknown;20;may;697;2;-1;0;unknown;no
37;management;married;tertiary;no;7974;yes;no;cellular;30;oct;176;5;158;7;other;no
32;technician;single;secondary;no;6471;yes;yes;unknown;26;may;349;4;-1;0;unknown;no
31;management;single;secondary;no;0;yes;no;unknown;20;may;150;1;-1;0;unknown;no
45;technician;single;unknown;no;7108;yes;yes;cellular;18;nov;53;1;172;3;failure;no
37;admin.;married;secondary;no;-498;yes;yes;unknown;26;may;175;1;-1;0;unknown;no
44;management;married;tertiary;no;1945;no;no;unknown;14;may;191;1;-1;0;unknown;no
31;technician;single;tertiary;no;1051;no;no;cellular;25;aug;106;4;-1;0;unknown;no
31;technician;married;secondary;no;3706;yes;no;cellular;20;nov;129;1;-1;0;unknown;no
35;admin.;divorced;secondary;no;951;yes;no;cellular;16;apr;567;2;-1;0;unknown;no
56;entrepreneur;divorced;secondary;no;179;no;no;cellular;14;aug;47;2;-1;0;unknown;no
45;housemaid;divorced;primary;no;544;no;no;unknown;11;jun;110;1;-1;0;unknown;no
32;technician;married;secondary;no;1118;yes;yes;unknown;9;may;128;2;-1;0;unknown;no
45;services;married;primary;no;137;yes;no;unknown;9;may;274;2;-1;0;unknown;no
26;services;single;secondary;no;-74;yes;no;unknown;4;jun;147;1;-1;0;unknown;no
29;management;single;tertiary;no;1388;yes;no;cellular;15;may;157;3;-1;0;unknown;no
41;blue-collar;married;secondary;no;213;yes;no;unknown;8;may;10;2;-1;0;unknown;no
30;management;single;tertiary;no;9;yes;yes;cellular;15;may;582;2;-1;0;unknown;no
41;services;married;primary;no;510;no;no;unknown;9;jun;316;2;-1;0;unknown;no
32;blue-collar;married;secondary;no;180;yes;no;cellular;14;apr;179;1;334;1;other;no
48;technician;married;secondary;no;5;no;no;unknown;9;jun;65;6;-1;0;unknown;no
31;technician;married;tertiary;no;1197;yes;no;unknown;24;jun;351;3;-1;0;unknown;no
30;technician;single;secondary;no;-754;yes;yes;unknown;26;may;974;1;-1;0;unknown;no
28;self-employed;single;secondary;no;3761;no;yes;cellular;23;jul;623;3;-1;0;unknown;no
31;technician;single;tertiary;no;25;no;no;cellular;26;aug;265;16;-1;0;unknown;no
30;services;single;secondary;no;-100;yes;yes;cellular;15;may;292;1;-1;0;unknown;no
35;management;married;tertiary;no;0;yes;yes;cellular;25;jul;86;4;-1;0;unknown;no
42;admin.;single;secondary;no;684;no;no;cellular;7;dec;163;1;186;1;success;no
28;blue-collar;single;secondary;no;-545;yes;yes;cellular;15;may;322;1;-1;0;unknown;no
34;technician;married;secondary;no;508;no;no;cellular;30;jan;795;1;-1;0;unknown;no
42;technician;single;secondary;no;-15;no;no;cellular;17;nov;89;1;145;1;failure;no
36;admin.;married;secondary;no;540;no;yes;cellular;7;aug;95;2;-1;0;unknown;no
42;blue-collar;married;secondary;no;-336;yes;no;cellular;14;jul;151;2;-1;0;unknown;no
59;management;divorced;primary;no;13308;yes;no;unknown;13;may;131;1;-1;0;unknown;no
33;management;married;tertiary;no;2744;yes;no;telephone;19;nov;103;1;-1;0;unknown;no
53;management;married;tertiary;no;404;no;no;cellular;20;aug;329;4;-1;0;unknown;no
55;unknown;married;tertiary;no;0;no;no;unknown;5;jun;38;1;-1;0;unknown;no
30;self-employed;single;tertiary;no;3137;yes;no;cellular;31;jul;368;7;-1;0;unknown;no
31;blue-collar;married;primary;no;406;yes;no;unknown;8;may;31;1;-1;0;unknown;no
35;entrepreneur;single;tertiary;no;1800;yes;no;unknown;5;jun;53;1;-1;0;unknown;no
31;entrepreneur;single;secondary;no;159;yes;no;unknown;23;may;533;1;-1;0;unknown;no
52;blue-collar;married;unknown;no;-4;no;no;unknown;26;may;336;3;-1;0;unknown;no
35;technician;married;secondary;no;0;no;no;cellular;14;jul;125;2;-1;0;unknown;no
40;technician;married;tertiary;no;483;yes;no;unknown;5;may;168;1;-1;0;unknown;no
35;blue-collar;married;secondary;no;126;yes;no;cellular;16;apr;472;1;-1;0;unknown;no
54;technician;married;secondary;no;-777;no;yes;cellular;12;aug;117;2;-1;0;unknown;no
26;technician;single;secondary;no;603;no;yes;cellular;17;jul;176;1;-1;0;unknown;no
39;self-employed;married;secondary;no;1317;no;no;unknown;17;jun;42;4;-1;0;unknown;no
33;management;married;tertiary;no;2173;yes;no;cellular;15;apr;871;1;-1;0;unknown;no
20;student;single;unknown;no;8860;no;no;cellular;7;apr;98;2;-1;0;unknown;no
36;management;married;tertiary;no;268;yes;yes;cellular;24;jul;823;1;-1;0;unknown;no
51;admin.;married;secondary;no;38;no;yes;cellular;8;jul;31;3;-1;0;unknown;no
33;housemaid;married;secondary;no;8;yes;no;cellular;14;aug;425;4;-1;0;unknown;no
26;student;single;tertiary;no;13887;no;no;cellular;10;sep;199;4;-1;0;unknown;no
53;services;married;secondary;no;-391;no;no;cellular;14;jul;122;3;-1;0;unknown;no
44;unemployed;married;primary;no;1617;no;no;telephone;3;feb;56;1;-1;0;unknown;no
31;management;married;tertiary;no;827;no;no;unknown;20;may;38;1;-1;0;unknown;no
38;admin.;single;secondary;no;439;no;no;unknown;16;jun;359;4;-1;0;unknown;no
58;management;married;tertiary;no;0;yes;no;cellular;18;nov;265;1;188;1;failure;no
52;blue-collar;married;primary;no;2396;yes;no;cellular;15;may;48;7;-1;0;unknown;no
31;technician;married;tertiary;no;4575;yes;no;telephone;18;may;28;1;-1;0;unknown;no
53;blue-collar;married;secondary;no;-108;yes;no;cellular;12;may;11;12;175;3;other;no
45;blue-collar;married;primary;no;305;yes;no;cellular;4;feb;211;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;-100;yes;no;unknown;13;may;109;9;-1;0;unknown;no
32;technician;married;tertiary;no;60;no;no;cellular;19;aug;153;7;-1;0;unknown;no
32;technician;single;tertiary;no;1454;yes;no;cellular;20;apr;190;1;335;1;other;no
25;management;single;tertiary;no;115;no;yes;unknown;4;jul;60;1;-1;0;unknown;no
33;admin.;married;unknown;no;664;no;no;cellular;28;jan;294;3;-1;0;unknown;no
31;technician;single;tertiary;no;6;no;no;cellular;8;aug;243;2;-1;0;unknown;no
37;services;single;secondary;no;1045;no;no;cellular;4;feb;301;1;-1;0;unknown;no
41;management;married;primary;no;-679;yes;yes;unknown;28;may;209;2;-1;0;unknown;no
36;self-employed;married;tertiary;no;634;yes;no;cellular;21;nov;369;2;-1;0;unknown;no
42;management;married;tertiary;no;255;no;no;cellular;4;aug;302;2;-1;0;unknown;no
25;admin.;single;secondary;no;61;yes;no;unknown;9;may;345;9;-1;0;unknown;no
34;management;single;tertiary;no;26575;no;no;cellular;18;nov;93;1;-1;0;unknown;no
33;technician;single;secondary;no;177;yes;no;unknown;23;may;293;1;-1;0;unknown;no
48;services;divorced;secondary;no;297;no;no;cellular;18;aug;121;4;-1;0;unknown;no
54;blue-collar;married;secondary;no;898;no;no;telephone;30;jul;641;2;-1;0;unknown;no
33;technician;single;secondary;no;0;no;no;cellular;22;aug;208;1;-1;0;unknown;no
35;admin.;married;primary;no;-229;yes;no;cellular;5;may;176;1;-1;0;unknown;no
35;technician;married;secondary;no;2789;yes;no;cellular;2;jun;88;1;-1;0;unknown;no
31;services;single;secondary;no;124;yes;no;unknown;3;jun;154;4;-1;0;unknown;no
37;blue-collar;married;secondary;no;1;no;no;unknown;6;jun;44;2;-1;0;unknown;no
45;self-employed;married;primary;no;373;no;no;cellular;29;aug;82;11;-1;0;unknown;no
40;entrepreneur;married;secondary;no;0;yes;yes;unknown;15;may;435;1;-1;0;unknown;no
34;housemaid;married;tertiary;no;11219;no;no;cellular;25;may;112;1;-1;0;unknown;no
59;retired;married;secondary;no;4457;no;no;cellular;28;jan;127;2;-1;0;unknown;no
40;technician;married;secondary;no;192;no;no;cellular;7;aug;266;2;-1;0;unknown;no
27;technician;married;secondary;no;-302;yes;no;unknown;12;may;66;3;-1;0;unknown;no
49;entrepreneur;married;primary;no;282;yes;yes;cellular;13;may;99;1;-1;0;unknown;no
51;services;married;secondary;no;540;yes;no;unknown;5;jun;124;2;-1;0;unknown;no
51;blue-collar;married;tertiary;no;84;no;yes;unknown;27;jun;269;1;-1;0;unknown;no
30;blue-collar;married;secondary;no;322;yes;no;cellular;20;apr;190;2;326;1;other;no
30;technician;single;secondary;no;1052;no;no;cellular;28;aug;147;2;-1;0;unknown;no
32;technician;married;secondary;no;4790;yes;no;cellular;22;jul;314;2;-1;0;unknown;no
41;blue-collar;married;primary;no;191;yes;no;unknown;8;may;67;1;-1;0;unknown;no
27;admin.;married;secondary;no;3;yes;no;unknown;23;may;159;5;-1;0;unknown;no
31;technician;single;secondary;no;77;yes;no;cellular;7;may;229;1;-1;0;unknown;no
46;technician;married;secondary;no;218;no;no;cellular;10;jul;41;1;-1;0;unknown;no
33;technician;married;tertiary;no;525;yes;yes;cellular;30;jan;499;1;247;1;failure;no
31;blue-collar;married;secondary;no;-720;yes;yes;unknown;15;may;112;2;-1;0;unknown;no
39;admin.;divorced;secondary;no;22;no;no;unknown;28;may;121;3;-1;0;unknown;no
33;management;single;secondary;no;1326;no;yes;cellular;7;jul;164;2;-1;0;unknown;no
53;management;divorced;tertiary;no;6649;yes;no;cellular;31;aug;106;1;55;1;failure;no
38;management;married;tertiary;no;14352;no;no;unknown;6;sep;8;1;-1;0;unknown;no
25;blue-collar;single;secondary;no;0;no;no;telephone;8;jul;112;1;-1;0;unknown;no
60;retired;married;secondary;no;0;no;no;telephone;31;jul;576;20;-1;0;unknown;no
26;admin.;single;secondary;no;81;no;yes;cellular;10;jul;604;1;-1;0;unknown;no
32;technician;single;secondary;no;1307;yes;no;unknown;28;may;267;2;-1;0;unknown;no
33;management;married;tertiary;no;483;yes;no;unknown;14;may;738;2;-1;0;unknown;no
26;services;married;secondary;no;285;no;no;cellular;28;jan;100;1;-1;0;unknown;no
44;admin.;married;secondary;yes;-1249;yes;yes;unknown;19;may;83;4;-1;0;unknown;no
34;technician;divorced;tertiary;no;1317;yes;no;cellular;15;may;239;1;-1;0;unknown;no
45;admin.;single;secondary;no;206;yes;no;unknown;5;may;193;1;-1;0;unknown;no
38;admin.;married;primary;no;3913;yes;no;cellular;20;apr;196;2;315;2;failure;no
40;technician;married;unknown;no;698;yes;no;unknown;8;may;223;2;-1;0;unknown;no
36;technician;married;tertiary;no;473;no;no;cellular;22;aug;72;2;-1;0;unknown;no
35;technician;married;tertiary;no;-269;yes;yes;cellular;14;may;344;4;-1;0;unknown;no
37;blue-collar;married;unknown;no;0;yes;no;cellular;9;jul;90;1;-1;0;unknown;no
31;management;single;tertiary;no;350;yes;no;cellular;12;aug;359;2;-1;0;unknown;no
55;self-employed;married;primary;no;325;no;no;cellular;26;mar;439;4;-1;0;unknown;no
30;management;single;tertiary;no;20580;yes;no;cellular;21;nov;116;2;-1;0;unknown;no
55;management;married;tertiary;no;10065;no;no;cellular;20;nov;197;5;177;3;failure;no
32;management;single;tertiary;no;0;no;no;cellular;29;aug;255;2;-1;0;unknown;no
36;management;married;tertiary;no;1852;no;no;unknown;8;may;362;1;-1;0;unknown;no
54;blue-collar;married;unknown;no;310;yes;no;telephone;28;jan;526;4;258;3;other;no
43;blue-collar;married;primary;no;197;yes;no;cellular;17;nov;48;2;-1;0;unknown;no
55;unemployed;married;secondary;no;1161;yes;no;cellular;28;jan;134;2;-1;0;unknown;no
54;retired;married;secondary;no;785;yes;no;unknown;9;may;86;2;-1;0;unknown;no
54;blue-collar;married;primary;no;45;yes;no;unknown;18;jun;142;20;-1;0;unknown;no
56;management;married;secondary;no;0;no;no;telephone;18;nov;189;1;-1;0;unknown;no
42;technician;married;secondary;no;827;no;no;cellular;25;aug;153;3;-1;0;unknown;no
49;unknown;married;primary;no;142;no;no;unknown;12;jun;90;3;-1;0;unknown;no
28;technician;single;secondary;no;922;yes;no;cellular;7;apr;304;1;-1;0;unknown;no
48;blue-collar;married;secondary;no;653;yes;no;unknown;27;may;24;1;-1;0;unknown;no
26;management;single;tertiary;no;0;no;yes;cellular;2;feb;145;1;199;1;failure;no
34;self-employed;single;tertiary;no;1943;yes;no;cellular;16;apr;478;2;-1;0;unknown;no
32;management;single;tertiary;no;29;yes;no;cellular;31;jul;49;24;-1;0;unknown;no
39;housemaid;married;secondary;no;365;yes;no;unknown;7;may;274;4;-1;0;unknown;no
30;technician;single;secondary;no;3927;yes;no;cellular;11;aug;247;1;-1;0;unknown;no
28;admin.;single;secondary;no;-625;yes;no;unknown;4;jun;102;1;-1;0;unknown;no
34;management;married;tertiary;no;4831;yes;no;cellular;4;feb;265;1;-1;0;unknown;no
30;unemployed;single;secondary;no;8304;no;no;cellular;20;apr;245;1;-1;0;unknown;no
52;blue-collar;married;primary;no;967;no;no;cellular;29;jan;153;2;-1;0;unknown;no
43;technician;divorced;secondary;no;-414;no;no;cellular;27;aug;590;4;-1;0;unknown;no
45;housemaid;married;secondary;no;513;no;no;unknown;9;jun;126;3;-1;0;unknown;no
33;management;married;secondary;no;4040;yes;no;cellular;20;apr;132;2;-1;0;unknown;no
34;technician;single;secondary;no;440;yes;no;cellular;6;may;445;2;345;2;failure;no
32;blue-collar;married;secondary;no;-63;yes;no;unknown;30;may;198;1;-1;0;unknown;no
41;housemaid;single;secondary;no;2184;no;no;unknown;19;jun;91;2;-1;0;unknown;no
34;technician;single;secondary;no;347;yes;no;cellular;24;jul;947;6;-1;0;unknown;no
45;admin.;married;secondary;no;215;yes;yes;cellular;15;may;14;4;-1;0;unknown;no
45;admin.;married;secondary;no;1501;yes;no;cellular;13;may;189;3;-1;0;unknown;no
29;services;married;secondary;no;417;yes;no;cellular;28;jul;234;11;-1;0;unknown;no
37;services;married;secondary;no;1483;no;no;unknown;20;jun;32;9;-1;0;unknown;no
40;blue-collar;single;secondary;no;411;yes;no;cellular;5;may;197;1;-1;0;unknown;no
28;services;single;secondary;no;1347;no;no;telephone;11;oct;317;2;108;14;other;no
46;blue-collar;married;secondary;no;961;yes;no;telephone;17;apr;48;2;-1;0;unknown;no
45;technician;married;secondary;no;1786;yes;yes;telephone;15;jul;78;4;-1;0;unknown;no
33;technician;married;tertiary;no;44;yes;no;cellular;21;nov;88;2;-1;0;unknown;no
26;technician;single;secondary;no;-168;no;yes;cellular;3;feb;246;1;-1;0;unknown;no
48;blue-collar;married;primary;no;323;no;no;cellular;28;aug;158;10;-1;0;unknown;no
58;admin.;married;secondary;no;1142;no;no;telephone;4;feb;82;3;-1;0;unknown;no
29;services;married;secondary;no;182;yes;no;telephone;13;may;38;3;-1;0;unknown;no
60;retired;married;unknown;no;2150;yes;yes;cellular;9;jul;119;1;-1;0;unknown;no
29;admin.;single;secondary;yes;-95;yes;no;unknown;17;jun;269;3;-1;0;unknown;no
46;blue-collar;married;secondary;no;0;yes;no;cellular;17;nov;127;1;-1;0;unknown;no
33;admin.;married;primary;no;499;no;no;cellular;17;apr;95;3;-1;0;unknown;no
25;blue-collar;single;primary;no;17;yes;no;unknown;13;may;97;2;-1;0;unknown;no
59;retired;married;secondary;no;161;yes;no;cellular;21;jul;272;2;-1;0;unknown;no
33;technician;single;secondary;no;-409;yes;no;unknown;28;may;96;1;-1;0;unknown;no
31;admin.;single;tertiary;no;117;yes;no;cellular;25;may;77;1;-1;0;unknown;no
32;technician;married;tertiary;no;240;yes;yes;cellular;14;jul;86;3;-1;0;unknown;no
